,Hospital,Address,Coordinates
6669,深坑區土庫里,"222, Taiwan, 新北市深坑區土庫里","(25.0172234, 121.6368663)"
6670,新莊區南港里,"242, Taiwan, 新北市新莊區南港里","(25.019239, 121.4209751)"
6671,板橋區振興里,"220, Taiwan, 新北市板橋區振興里","(25.022509, 121.4820368)"
6672,板橋區莒光里,"220, Taiwan, 新北市板橋區莒光里","(25.0249419, 121.4702555)"
6673,新莊區裕民里,"242, Taiwan, 新北市新莊區裕民里","(25.0238901, 121.4181176)"
6674,貢寮區福連里,"228, Taiwan, 新北市貢寮區福連里","(25.0054483, 121.9871217)"
6675,板橋區華翠里,"220, Taiwan, 新北市板橋區華翠里","(25.0249352, 121.4731116)"
6676,板橋區聯翠里,"220, Taiwan, 新北市板橋區聯翠里","(25.0254444, 121.4681133)"
6677,板橋區德翠里,"220, Taiwan, 新北市板橋區德翠里","(25.0248069, 121.4566876)"
6678,新莊區萬安里,"242, Taiwan, 新北市新莊區萬安里","(25.0236366, 121.4206179)"
6679,新莊區後港里,"242, Taiwan, 新北市新莊區後港里","(25.0258648, 121.4266898)"
6680,貢寮區雙玉里,"228, Taiwan, 新北市貢寮區雙玉里","(24.9978858, 121.9302449)"
6681,板橋區振義里,"220, Taiwan, 新北市板橋區振義里","(25.0244921, 121.4848927)"
6682,板橋區新翠里,"220, Taiwan, 新北市板橋區新翠里","(25.025873, 121.4620435)"
6683,新莊區建安里,"242, Taiwan, 新北市新莊區建安里","(25.0262689, 121.4320471)"
6684,新莊區後德里,"242, Taiwan, 新北市新莊區後德里","(25.0268631, 121.4252612)"
6685,板橋區明翠里,"220, Taiwan, 新北市板橋區明翠里","(25.02653, 121.4648999)"
6686,新莊區建福里,"242, Taiwan, 新北市新莊區建福里","(25.0276452, 121.428297)"
6687,板橋區朝陽里,"220, Taiwan, 新北市板橋區朝陽里","(25.027287, 121.4602582)"
6688,新莊區富國里,"242, Taiwan, 新北市新莊區富國里","(25.0268741, 121.4195463)"
6689,板橋區港嘴里,"220, Taiwan, 新北市板橋區港嘴里","(25.0262414, 121.4816798)"
6690,板橋區龍翠里,"220, Taiwan, 新北市板橋區龍翠里","(25.0272469, 121.4773958)"
6691,新莊區富民里,"242, Taiwan, 新北市新莊區富民里","(25.0276995, 121.4216894)"
6692,板橋區新海里,"220, Taiwan, 新北市板橋區新海里","(25.0264624, 121.4581159)"
6693,新莊區合鳳里,"242, Taiwan, 新北市新莊區合鳳里","(25.0283741, 121.4159744)"
6694,新莊區瓊林里,"242, Taiwan, 新北市新莊區瓊林里","(25.0221026, 121.4413326)"
6695,板橋區忠翠里,"220, Taiwan, 新北市板橋區忠翠里","(25.0268382, 121.4748967)"
6696,板橋區仁翠里,"220, Taiwan, 新北市板橋區仁翠里","(25.0289424, 121.4616865)"
6697,新莊區祥鳳里,"242, Taiwan, 新北市新莊區祥鳳里","(25.0290431, 121.4131168)"
6698,板橋區吉翠里,"220, Taiwan, 新北市板橋區吉翠里","(25.0282854, 121.45883)"
6699,板橋區文化里,"220, Taiwan, 新北市板橋區文化里","(25.0280982, 121.4681133)"
6700,板橋區文聖里,"220, Taiwan, 新北市板橋區文聖里","(25.0289019, 121.4788238)"
6701,板橋區松柏里,"220, Taiwan, 新北市板橋區松柏里","(25.0291567, 121.4763248)"
6702,板橋區福翠里,"220, Taiwan, 新北市板橋區福翠里","(25.0288075, 121.4834647)"
6703,板橋區滿翠里,"220, Taiwan, 新北市板橋區滿翠里","(25.0291034, 121.4638288)"
6704,雙溪區外柑里,"227, Taiwan, 新北市雙溪區外柑里","(25.0144199, 121.8164031)"
6705,新莊區豐年里,"242, Taiwan, 新北市新莊區豐年里","(25.0308036, 121.4452608)"
6706,板橋區松翠里,"220, Taiwan, 新北市板橋區松翠里","(25.0305708, 121.4745397)"
6707,板橋區純翠里,"220, Taiwan, 新北市板橋區純翠里","(25.0301757, 121.4663281)"
6708,新莊區泰豐里,"242, Taiwan, 新北市新莊區泰豐里","(25.0302145, 121.4491889)"
6709,板橋區江翠里,"220, Taiwan, 新北市板橋區江翠里","(25.0304169, 121.4695414)"
6710,板橋區嵐翠里,"220, Taiwan, 新北市板橋區嵐翠里","(25.0312272, 121.4773958)"
6711,板橋區中正里,"220, Taiwan, 新北市板橋區中正里","(25.0247326, 121.4527598)"
6712,新莊區福營里,"242, Taiwan, 新北市新莊區福營里","(25.0299159, 121.4334757)"
6713,新莊區國泰里,"242, Taiwan, 新北市新莊區國泰里","(25.0295693, 121.4406183)"
6714,平溪區薯榔里,"226, Taiwan, 新北市平溪區薯榔里","(25.0208938, 121.7109957)"
6715,板橋區懷翠里,"220, Taiwan, 新北市板橋區懷翠里","(25.0317962, 121.4820368)"
6716,平溪區石底里,"226, Taiwan, 新北市平溪區石底里","(25.0154928, 121.7337949)"
6717,板橋區青翠里,"220, Taiwan, 新北市板橋區青翠里","(25.0328822, 121.4788238)"
6718,新莊區海山里,"242, Taiwan, 新北市新莊區海山里","(25.0325462, 121.4449037)"
6719,新莊區雙鳳里,"242, Taiwan, 新北市新莊區雙鳳里","(25.0274779, 121.4070442)"
6720,板橋區文翠里,"220, Taiwan, 新北市板橋區文翠里","(25.033385, 121.4766818)"
6721,新莊區全安里,"242, Taiwan, 新北市新莊區全安里","(25.0332035, 121.4477605)"
6722,新莊區文衡里,"242, Taiwan, 新北市新莊區文衡里","(25.0337801, 121.449546)"
6723,平溪區菁桐里,"226, Taiwan, 新北市平溪區菁桐里","(25.0311263, 121.7181209)"
6724,雙溪區共和里,"227, Taiwan, 新北市雙溪區共和里","(25.0227838, 121.8591075)"
6725,板橋區宏翠里,"220, Taiwan, 新北市板橋區宏翠里","(25.0313549, 121.4584729)"
6726,新莊區文德里,"242, Taiwan, 新北市新莊區文德里","(25.0351748, 121.4563305)"
6727,雙溪區雙溪里,"227, Taiwan, 新北市雙溪區雙溪里","(25.0360569, 121.8658675)"
6728,新莊區忠孝里,"242, Taiwan, 新北市新莊區忠孝里","(25.0368624, 121.4434752)"
6729,泰山區貴和里,"243, Taiwan, 新北市泰山區貴和里","(25.0347517, 121.4213323)"
6730,新莊區全泰里,"242, Taiwan, 新北市新莊區全泰里","(25.0364406, 121.4466892)"
6731,平溪區平湖里,"226, Taiwan, 新北市平溪區平湖里","(25.0205689, 121.7793794)"
6732,新莊區文聖里,"242, Taiwan, 新北市新莊區文聖里","(25.0368497, 121.4491889)"
6733,板橋區溪頭里,"220, Taiwan, 新北市板橋區溪頭里","(25.0346522, 121.4670422)"
6734,新莊區興漢里,"242, Taiwan, 新北市新莊區興漢里","(25.0354358, 121.4509743)"
6735,新莊區榮和里,"242, Taiwan, 新北市新莊區榮和里","(25.0351008, 121.4524027)"
6736,板橋區柏翠里,"220, Taiwan, 新北市板橋區柏翠里","(25.037278, 121.4784668)"
6737,新莊區立人里,"242, Taiwan, 新北市新莊區立人里","(25.0379158, 121.4545452)"
6738,新莊區立言里,"242, Taiwan, 新北市新莊區立言里","(25.0391816, 121.4449037)"
6739,新莊區恆安里,"242, Taiwan, 新北市新莊區恆安里","(25.0394037, 121.4566876)"
6740,雙溪區魚行里,"227, Taiwan, 新北市雙溪區魚行里","(25.0299082, 121.8847222)"
6741,貢寮區龍門里,"228, Taiwan, 新北市貢寮區龍門里","(25.0329472, 121.9274003)"
6742,貢寮區貢寮里,"228, Taiwan, 新北市貢寮區貢寮里","(25.0278017, 121.9046407)"
6743,石碇區光明里,"223, Taiwan, 新北市石碇區光明里","(25.0256658, 121.6796392)"
6744,新莊區文明里,"242, Taiwan, 新北市新莊區文明里","(25.0388072, 121.4634717)"
6745,泰山區貴賢里,"243, Taiwan, 新北市泰山區貴賢里","(25.0387221, 121.427047)"
6746,新莊區營盤里,"242, Taiwan, 新北市新莊區營盤里","(25.0367134, 121.4356185)"
6747,新莊區立德里,"242, Taiwan, 新北市新莊區立德里","(25.0408309, 121.4491889)"
6748,新莊區立功里,"242, Taiwan, 新北市新莊區立功里","(25.0430759, 121.4466892)"
6749,汐止區宜興里,"221, Taiwan, 新北市汐止區宜興里","(25.0422897, 121.6233182)"
6750,新莊區中美里,"242, Taiwan, 新北市新莊區中美里","(25.0421447, 121.4549022)"
6751,新莊區思賢里,"242, Taiwan, 新北市新莊區思賢里","(25.0427211, 121.4566876)"
6752,泰山區新明里,"243, Taiwan, 新北市泰山區新明里","(25.0432, 121.4277613)"
6753,新莊區中和里,"242, Taiwan, 新北市新莊區中和里","(25.0442289, 121.4502602)"
6754,汐止區東勢里,"221, Taiwan, 新北市汐止區東勢里","(25.0394598, 121.6268837)"
6755,新莊區丹鳳里,"242, Taiwan, 新北市新莊區丹鳳里","(25.0380976, 121.4070442)"
6756,雙溪區上林里,"227, Taiwan, 新北市雙溪區上林里","(25.0328856, 121.8277925)"
6757,新莊區思源里,"242, Taiwan, 新北市新莊區思源里","(25.0424664, 121.4591871)"
6758,新莊區立志里,"242, Taiwan, 新北市新莊區立志里","(25.0440744, 121.4452608)"
6759,新莊區中泰里,"242, Taiwan, 新北市新莊區中泰里","(25.0457235, 121.449546)"
6760,泰山區貴子里,"243, Taiwan, 新北市泰山區貴子里","(25.0407303, 121.4184748)"
6761,新莊區立泰里,"242, Taiwan, 新北市新莊區立泰里","(25.0421707, 121.4434752)"
6762,新莊區中全里,"242, Taiwan, 新北市新莊區中全里","(25.0472582, 121.4493674)"
6763,泰山區泰友里,"243, Taiwan, 新北市泰山區泰友里","(25.0451848, 121.4306185)"
6764,新莊區中華里,"242, Taiwan, 新北市新莊區中華里","(25.0462128, 121.4531168)"
6765,新莊區自強里,"242, Taiwan, 新北市新莊區自強里","(25.0468327, 121.4540095)"
6766,新莊區自立里,"242, Taiwan, 新北市新莊區自立里","(25.0457905, 121.4563305)"
6767,汐止區福山里,"221, Taiwan, 新北市汐止區福山里","(25.045614, 121.6204658)"
6768,新莊區立基里,"242, Taiwan, 新北市新莊區立基里","(25.046152, 121.4434752)"
6769,新莊區中宏里,"242, Taiwan, 新北市新莊區中宏里","(25.047677, 121.4475819)"
6770,新莊區中誠里,"242, Taiwan, 新北市新莊區中誠里","(25.0478749, 121.4516885)"
6771,雙溪區新基里,"227, Taiwan, 新北市雙溪區新基里","(25.0438147, 121.8818764)"
6772,新莊區自信里,"242, Taiwan, 新北市新莊區自信里","(25.0486992, 121.453831)"
6773,平溪區平溪里,"226, Taiwan, 新北市平溪區平溪里","(25.0380327, 121.7280955)"
6774,新莊區仁愛里,"242, Taiwan, 新北市新莊區仁愛里","(25.0480289, 121.4566876)"
6775,新莊區仁義里,"242, Taiwan, 新北市新莊區仁義里","(25.0481897, 121.45883)"
6776,新莊區化成里,"242, Taiwan, 新北市新莊區化成里","(25.0459375, 121.4641858)"
6777,雙溪區平林里,"227, Taiwan, 新北市雙溪區平林里","(25.0380487, 121.8505679)"
6778,新莊區中港里,"242, Taiwan, 新北市新莊區中港里","(25.049041, 121.449546)"
6779,泰山區明志里,"243, Taiwan, 新北市泰山區明志里","(25.0480248, 121.4213323)"
6780,新莊區幸福里,"242, Taiwan, 新北市新莊區幸福里","(25.0498586, 121.4545452)"
6781,平溪區十分里,"226, Taiwan, 新北市平溪區十分里","(25.0444566, 121.767985)"
6782,三重區五谷里,"241, Taiwan, 新北市三重區五谷里","(25.0412726, 121.4727546)"
6783,三重區德厚里,"241, Taiwan, 新北市三重區德厚里","(25.0445678, 121.4813228)"
6784,新莊區信義里,"242, Taiwan, 新北市新莊區信義里","(25.0507631, 121.4577588)"
6785,新莊區中平里,"242, Taiwan, 新北市新莊區中平里","(25.0507902, 121.4463321)"
6786,新莊區昌隆里,"242, Taiwan, 新北市新莊區昌隆里","(25.0520166, 121.453831)"
6787,三重區成功里,"241, Taiwan, 新北市三重區成功里","(25.0471909, 121.492746)"
6788,新莊區中信里,"242, Taiwan, 新北市新莊區中信里","(25.0511119, 121.4506172)"
6789,新莊區昌明里,"242, Taiwan, 新北市新莊區昌明里","(25.0531691, 121.4574017)"
6790,三重區福民里,"241, Taiwan, 新北市三重區福民里","(25.052585, 121.4909612)"
6791,三重區福德里,"241, Taiwan, 新北市三重區福德里","(25.0520172, 121.4863206)"
6792,新莊區立廷里,"242, Taiwan, 新北市新莊區立廷里","(25.0514603, 121.4434752)"
6793,新莊區昌信里,"242, Taiwan, 新北市新莊區昌信里","(25.0539599, 121.456152)"
6794,平溪區嶺腳里,"226, Taiwan, 新北市平溪區嶺腳里","(25.0406267, 121.7394939)"
6795,泰山區義學里,"243, Taiwan, 新北市泰山區義學里","(25.0526642, 121.4241897)"
6796,貢寮區仁里里,"228, Taiwan, 新北市貢寮區仁里里","(25.0448854, 121.9217108)"
6797,泰山區義仁里,"243, Taiwan, 新北市泰山區義仁里","(25.0473307, 121.4356185)"
6798,三重區中興里,"241, Taiwan, 新北市三重區中興里","(25.0472503, 121.4698984)"
6799,新莊區和平里,"242, Taiwan, 新北市新莊區和平里","(25.0534973, 121.45883)"
6800,三重區光正里,"241, Taiwan, 新北市三重區光正里","(25.0513306, 121.4948878)"
6801,汐止區橫科里,"221, Taiwan, 新北市汐止區橫科里","(25.0464231, 121.6254575)"
6802,三重區同安里,"241, Taiwan, 新北市三重區同安里","(25.0504837, 121.5013127)"
6803,三重區福祉里,"241, Taiwan, 新北市三重區福祉里","(25.0540148, 121.4834647)"
6804,新莊區頭前里,"242, Taiwan, 新北市新莊區頭前里","(25.0538987, 121.4641858)"
6805,三重區永春里,"241, Taiwan, 新北市三重區永春里","(25.0567247, 121.493103)"
6806,三重區谷王里,"241, Taiwan, 新北市三重區谷王里","(25.0553566, 121.4777528)"
6807,三重區同慶里,"241, Taiwan, 新北市三重區同慶里","(25.0557897, 121.5013127)"
6808,泰山區全興里,"243, Taiwan, 新北市泰山區全興里","(25.0565465, 121.43169)"
6809,三重區大安里,"241, Taiwan, 新北市三重區大安里","(25.0575478, 121.4952447)"
6810,平溪區南山里,"226, Taiwan, 新北市平溪區南山里","(25.0443374, 121.7907726)"
6811,三重區重明里,"241, Taiwan, 新北市三重區重明里","(25.0566681, 121.4834647)"
6812,三重區仁義里,"241, Taiwan, 新北市三重區仁義里","(25.0577076, 121.4973864)"
6813,三重區光明里,"241, Taiwan, 新北市三重區光明里","(25.0558215, 121.4898903)"
6814,平溪區望古里,"226, Taiwan, 新北市平溪區望古里","(25.0363953, 121.7562633)"
6815,三重區平和里,"241, Taiwan, 新北市三重區平和里","(25.0590821, 121.4950662)"
6816,泰山區同興里,"243, Taiwan, 新北市泰山區同興里","(25.0551324, 121.4334757)"
6817,三重區吉利里,"241, Taiwan, 新北市三重區吉利里","(25.0585467, 121.4938169)"
6818,三重區菜寮里,"241, Taiwan, 新北市三重區菜寮里","(25.0582191, 121.4923891)"
6819,三重區忠孝里,"241, Taiwan, 新北市三重區忠孝里","(25.0595735, 121.4972079)"
6820,新莊區昌平里,"242, Taiwan, 新北市新莊區昌平里","(25.058564, 121.4556164)"
6821,泰山區福興里,"243, Taiwan, 新北市泰山區福興里","(25.0572037, 121.4345471)"
6822,三重區中正里,"241, Taiwan, 新北市三重區中正里","(25.0600411, 121.493103)"
6823,汐止區白雲里,"221, Taiwan, 新北市汐止區白雲里","(25.0416597, 121.656829)"
6824,三重區中民里,"241, Taiwan, 新北市三重區中民里","(25.0599931, 121.4954232)"
6825,新莊區中隆里,"242, Taiwan, 新北市新莊區中隆里","(25.0571637, 121.4516885)"
6826,三重區光輝里,"241, Taiwan, 新北市三重區光輝里","(25.0591939, 121.499528)"
6827,三重區過田里,"241, Taiwan, 新北市三重區過田里","(25.0596414, 121.4877485)"
6828,三重區光田里,"241, Taiwan, 新北市三重區光田里","(25.0603125, 121.4848927)"
6829,三重區光陽里,"241, Taiwan, 新北市三重區光陽里","(25.0599924, 121.4806088)"
6830,三重區大同里,"241, Taiwan, 新北市三重區大同里","(25.0609081, 121.4943523)"
6831,三重區福利里,"241, Taiwan, 新北市三重區福利里","(25.0578592, 121.5023835)"
6832,三重區仁德里,"241, Taiwan, 新北市三重區仁德里","(25.0610239, 121.4973864)"
6833,泰山區同榮里,"243, Taiwan, 新北市泰山區同榮里","(25.0579731, 121.4241897)"
6834,泰山區福泰里,"243, Taiwan, 新北市泰山區福泰里","(25.060689, 121.4338329)"
6835,新莊區中原里,"242, Taiwan, 新北市新莊區中原里","(25.0552672, 121.4470463)"
6836,三重區光榮里,"241, Taiwan, 新北市三重區光榮里","(25.0618469, 121.499528)"
6837,三重區清和里,"241, Taiwan, 新北市三重區清和里","(25.0599288, 121.5034543)"
6838,三重區重新里,"241, Taiwan, 新北市三重區重新里","(25.0625183, 121.4966725)"
6839,汐止區文化里,"221, Taiwan, 新北市汐止區文化里","(25.0567523, 121.6518387)"
6840,三重區福星里,"241, Taiwan, 新北市三重區福星里","(25.0621744, 121.5009558)"
6841,三重區田安里,"241, Taiwan, 新北市三重區田安里","(25.0623102, 121.4820368)"
6842,三重區中山里,"241, Taiwan, 新北市三重區中山里","(25.0616234, 121.4906043)"
6843,三重區錦田里,"241, Taiwan, 新北市三重區錦田里","(25.0625423, 121.4881055)"
6844,汐止區樟樹里,"221, Taiwan, 新北市汐止區樟樹里","(25.0566656, 121.6325882)"
6845,三重區永興里,"241, Taiwan, 新北市三重區永興里","(25.0628293, 121.5038112)"
6846,汐止區自強里,"221, Taiwan, 新北市汐止區自強里","(25.0607031, 121.6575419)"
6847,三重區正德里,"241, Taiwan, 新北市三重區正德里","(25.0638448, 121.4966725)"
6848,汐止區秀山里,"221, Taiwan, 新北市汐止區秀山里","(25.0571977, 121.6639577)"
6849,三重區錦通里,"241, Taiwan, 新北市三重區錦通里","(25.0636687, 121.5002419)"
6850,三重區國隆里,"241, Taiwan, 新北市三重區國隆里","(25.0635253, 121.4923891)"
6851,三重區頂崁里,"241, Taiwan, 新北市三重區頂崁里","(25.0615096, 121.4713265)"
6852,三重區三民里,"241, Taiwan, 新北市三重區三民里","(25.063709, 121.4859636)"
6853,三重區文化里,"241, Taiwan, 新北市三重區文化里","(25.0641723, 121.4981003)"
6854,汐止區復興里,"221, Taiwan, 新北市汐止區復興里","(25.0637807, 121.6543339)"
6855,三重區大園里,"241, Taiwan, 新北市三重區大園里","(25.0651794, 121.4938169)"
6856,泰山區山腳里,"243, Taiwan, 新北市泰山區山腳里","(25.0631082, 121.4277613)"
6857,汐止區忠孝里,"221, Taiwan, 新北市汐止區忠孝里","(25.0638952, 121.6468481)"
6858,三重區重陽里,"241, Taiwan, 新北市三重區重陽里","(25.0642765, 121.4906043)"
6859,三重區田心里,"241, Taiwan, 新北市三重區田心里","(25.0640524, 121.4816798)"
6860,三重區大德里,"241, Taiwan, 新北市三重區大德里","(25.064863, 121.5029189)"
6861,三重區光華里,"241, Taiwan, 新北市三重區光華里","(25.0646594, 121.5016696)"
6862,三重區錦安里,"241, Taiwan, 新北市三重區錦安里","(25.0651631, 121.499528)"
6863,汐止區環河里,"221, Taiwan, 新北市汐止區環河里","(25.0623263, 121.6254575)"
6864,三重區開元里,"241, Taiwan, 新北市三重區開元里","(25.0662252, 121.504882)"
6865,汐止區大同里,"221, Taiwan, 新北市汐止區大同里","(25.0655995, 121.6550468)"
6866,汐止區福安里,"221, Taiwan, 新北市汐止區福安里","(25.0643158, 121.6646705)"
6867,三重區正義里,"241, Taiwan, 新北市三重區正義里","(25.065507, 121.4952447)"
6868,三重區中央里,"241, Taiwan, 新北市三重區中央里","(25.0663299, 121.4973864)"
6869,汐止區中興里,"221, Taiwan, 新北市汐止區中興里","(25.0647068, 121.6308056)"
6870,三重區民生里,"241, Taiwan, 新北市三重區民生里","(25.0665939, 121.4920321)"
6871,汐止區秀峰里,"221, Taiwan, 新北市汐止區秀峰里","(25.0649906, 121.6618191)"
6872,三重區正安里,"241, Taiwan, 新北市三重區正安里","(25.0668335, 121.4952447)"
6873,汐止區東山里,"221, Taiwan, 新北市汐止區東山里","(25.0520588, 121.7024448)"
6874,三重區長生里,"241, Taiwan, 新北市三重區長生里","(25.0667771, 121.5004204)"
6875,新莊區福興里,"242, Taiwan, 新北市新莊區福興里","(25.0653591, 121.4577588)"
6876,汐止區福德里,"221, Taiwan, 新北市汐止區福德里","(25.0651107, 121.6333012)"
6877,三重區長元里,"241, Taiwan, 新北市三重區長元里","(25.0679755, 121.5016696)"
6878,新莊區福基里,"242, Taiwan, 新北市新莊區福基里","(25.0598767, 121.4613294)"
6879,三重區自強里,"241, Taiwan, 新北市三重區自強里","(25.0678724, 121.4943523)"
6880,三重區雙園里,"241, Taiwan, 新北市三重區雙園里","(25.0683196, 121.4973864)"
6881,汐止區興福里,"221, Taiwan, 新北市汐止區興福里","(25.0670867, 121.6361533)"
6882,三重區長江里,"241, Taiwan, 新北市三重區長江里","(25.0686303, 121.504525)"
6883,三重區福田里,"241, Taiwan, 新北市三重區福田里","(25.0672091, 121.4795378)"
6884,三重區長安里,"241, Taiwan, 新北市三重區長安里","(25.0673206, 121.4988142)"
6885,三重區博愛里,"241, Taiwan, 新北市三重區博愛里","(25.0678802, 121.4766818)"
6886,汐止區智慧里,"221, Taiwan, 新北市汐止區智慧里","(25.0663645, 121.6504128)"
6887,三重區二重里,"241, Taiwan, 新北市三重區二重里","(25.0653145, 121.4748967)"
6888,三重區田中里,"241, Taiwan, 新北市三重區田中里","(25.0667057, 121.4816798)"
6889,泰山區楓樹里,"243, Taiwan, 新北市泰山區楓樹里","(25.0619158, 121.4413326)"
6890,三重區六福里,"241, Taiwan, 新北市三重區六福里","(25.067529, 121.4838217)"
6891,三重區安慶里,"241, Taiwan, 新北市三重區安慶里","(25.0689911, 121.4945308)"
6892,三重區長泰里,"241, Taiwan, 新北市三重區長泰里","(25.0690144, 121.5007773)"
6893,汐止區禮門里,"221, Taiwan, 新北市汐止區禮門里","(25.0675746, 121.6578984)"
6894,三重區幸福里,"241, Taiwan, 新北市三重區幸福里","(25.0671854, 121.4881055)"
6895,汐止區厚德里,"221, Taiwan, 新北市汐止區厚德里","(25.0678942, 121.6411444)"
6896,汐止區信望里,"221, Taiwan, 新北市汐止區信望里","(25.0690887, 121.6619974)"
6897,汐止區新昌里,"221, Taiwan, 新北市汐止區新昌里","(25.0682904, 121.6646705)"
6898,三重區長福里,"241, Taiwan, 新北市三重區長福里","(25.069749, 121.5047035)"
6899,五股區德泰里,"248, Taiwan, 新北市五股區德泰里","(25.0678139, 121.4374042)"
6900,三重區介壽里,"241, Taiwan, 新北市三重區介壽里","(25.0696818, 121.4993496)"
6901,汐止區茄苳里,"221, Taiwan, 新北市汐止區茄苳里","(25.0541359, 121.6824901)"
6902,三重區福安里,"241, Taiwan, 新北市三重區福安里","(25.0694507, 121.4932815)"
6903,三重區六合里,"241, Taiwan, 新北市三重區六合里","(25.0691753, 121.4881055)"
6904,三重區錦江里,"241, Taiwan, 新北市三重區錦江里","(25.0715308, 121.504882)"
6905,五股區貿商里,"248, Taiwan, 新北市五股區貿商里","(25.0699855, 121.4309757)"
6906,三重區三安里,"241, Taiwan, 新北市三重區三安里","(25.0699819, 121.4959586)"
6907,汐止區義民里,"221, Taiwan, 新北市汐止區義民里","(25.0690559, 121.660037)"
6908,三重區信安里,"241, Taiwan, 新北市三重區信安里","(25.0708212, 121.4923891)"
6909,林口區麗林里,"244, Taiwan, 新北市林口區麗林里","(25.0678737, 121.367743)"
6910,汐止區康福里,"221, Taiwan, 新北市汐止區康福里","(25.0694782, 121.6386489)"
6911,三重區立德里,"241, Taiwan, 新北市三重區立德里","(25.0706697, 121.4873915)"
6912,汐止區仁德里,"221, Taiwan, 新北市汐止區仁德里","(25.0710307, 121.6628884)"
6913,三重區奕壽里,"241, Taiwan, 新北市三重區奕壽里","(25.0713, 121.4988142)"
6914,三重區萬壽里,"241, Taiwan, 新北市三重區萬壽里","(25.070173, 121.5014912)"
6915,林口區麗園里,"244, Taiwan, 新北市林口區麗園里","(25.0678636, 121.3734604)"
6916,五股區福德里,"248, Taiwan, 新北市五股區福德里","(25.0725853, 121.4184748)"
6917,三重區培德里,"241, Taiwan, 新北市三重區培德里","(25.07035, 121.4831077)"
6918,三重區秀江里,"241, Taiwan, 新北市三重區秀江里","(25.0729539, 121.5002419)"
6919,三重區永煇里,"241, Taiwan, 新北市三重區永煇里","(25.07234, 121.4831077)"
6920,泰山區大科里,"243, Taiwan, 新北市泰山區大科里","(25.0563583, 121.4027574)"
6921,三重區大有里,"241, Taiwan, 新北市三重區大有里","(25.0699657, 121.4720406)"
6922,汐止區北山里,"221, Taiwan, 新北市汐止區北山里","(25.0674702, 121.6233182)"
6923,汐止區城中里,"221, Taiwan, 新北市汐止區城中里","(25.0721993, 121.6607498)"
6924,三重區龍門里,"241, Taiwan, 新北市三重區龍門里","(25.0730861, 121.4975649)"
6925,雙溪區三港里,"227, Taiwan, 新北市雙溪區三港里","(25.061046, 121.8761846)"
6926,三重區永發里,"241, Taiwan, 新北市三重區永發里","(25.0712769, 121.4777528)"
6927,三重區厚德里,"241, Taiwan, 新北市三重區厚德里","(25.0729789, 121.4916751)"
6928,三重區龍濱里,"241, Taiwan, 新北市三重區龍濱里","(25.0734407, 121.5038112)"
6929,林口區東勢里,"244, Taiwan, 新北市林口區東勢里","(25.0691809, 121.3791774)"
6930,三重區永德里,"241, Taiwan, 新北市三重區永德里","(25.0733228, 121.4873915)"
6931,汐止區崇德里,"221, Taiwan, 新北市汐止區崇德里","(25.057823, 121.6725115)"
6932,汐止區北峰里,"221, Taiwan, 新北市汐止區北峰里","(25.0687724, 121.6290229)"
6933,三重區尚德里,"241, Taiwan, 新北市三重區尚德里","(25.0723074, 121.4945308)"
6934,汐止區金龍里,"221, Taiwan, 新北市汐止區金龍里","(25.0693449, 121.6308056)"
6935,汐止區山光里,"221, Taiwan, 新北市汐止區山光里","(25.0725199, 121.6439963)"
6936,三重區永豐里,"241, Taiwan, 新北市三重區永豐里","(25.0745057, 121.4795378)"
6937,三重區維德里,"241, Taiwan, 新北市三重區維德里","(25.0746329, 121.493103)"
6938,汐止區保安里,"221, Taiwan, 新北市汐止區保安里","(25.0690452, 121.6810647)"
6939,三重區永吉里,"Yongji Village, Sanchong District, New Taipei City, Taiwan 241","(25.0748172, 121.4866776)"
6940,三重區永安里,"241, Taiwan, 新北市三重區永安里","(25.0752409, 121.4834647)"
6941,五股區水碓里,"248, Taiwan, 新北市五股區水碓里","(25.0732025, 121.4384756)"
6942,貢寮區真理里,"228, Taiwan, 新北市貢寮區真理里","(25.066043, 121.9217108)"
6943,三重區崇德里,"241, Taiwan, 新北市三重區崇德里","(25.0748723, 121.4963155)"
6944,汐止區橋東里,"221, Taiwan, 新北市汐止區橋東里","(25.0732522, 121.6660962)"
6945,泰山區黎明里,"243, Taiwan, 新北市泰山區黎明里","(25.0686159, 121.4127596)"
6946,林口區仁愛里,"244, Taiwan, 新北市林口區仁愛里","(25.0731744, 121.3734604)"
6947,三重區瑞德里,"241, Taiwan, 新北市三重區瑞德里","(25.0759426, 121.4988142)"
6948,汐止區保新里,"221, Taiwan, 新北市汐止區保新里","(25.0696683, 121.6896172)"
6949,三重區永順里,"241, Taiwan, 新北市三重區永順里","(25.0755046, 121.4781098)"
6950,平溪區新寮里,"226, Taiwan, 新北市平溪區新寮里","(25.0621911, 121.7936207)"
6951,三重區順德里,"241, Taiwan, 新北市三重區順德里","(25.0766415, 121.5007773)"
6952,三重區承德里,"241, Taiwan, 新北市三重區承德里","(25.0758459, 121.5034543)"
6953,汐止區建成里,"221, Taiwan, 新北市汐止區建成里","(25.0752521, 121.6632448)"
6954,五股區興珍里,"248, Taiwan, 新北市五股區興珍里","(25.0691793, 121.4556164)"
6955,三重區永福里,"241, Taiwan, 新北市三重區永福里","(25.0766555, 121.4816798)"
6956,三重區永盛里,"241, Taiwan, 新北市三重區永盛里","(25.0764795, 121.4852497)"
